scene_001.jpg	SCA RAVERI SAS #67 - How/Why/So What « HBR EHS DANES AEST ERUEOO SPEER G exw eewiz) Decoupling electrolytes towards stable and high-energy rechargeable aqueous zinc- manganese dioxide batteries Decoupling electrolytes = AIRFRARIR (Het TRI) $8 Liv - aTREMERR
scene_002.jpg	Decoupling electrolytes towards stable and high-energy rechargeable aqueous zinc- manganese dioxide batteries # Decoupling electrolytes = RBH (Tih) BS LHe = WF ‘D FELE: Deu L-SP, ESM TREE MA, BOS RRBI. IPRET AItAse apie BRU RAS URE, Sil Al. D BS Lunes pHs HUF TRERD ZAR DUCA ER = thal vs EMER
scene_003.jpg	A aim — 3581, 269tF Le SIMRIMCDUK + fauiaee Alkaline zinc-manganese batteries have long been commercialized , but their working voltage and rechargeability are still limited due to the alkaline operating conditions employed in most applications. OsttiR 0 hae HES ORM CARICATE) (FRR BARE FBR, O/FRB RA
scene_004.jpg	© TUTE RS eA PE ele Hatt > SFA Hatt > STEW Vv BEE X PH — PER IERES 66 MRRAHIA, MATtARSARIAA Lele? PALA AEDS MEWRMZICBih. 9°
scene_005.jpg	(5 3 BEA 2 A)if] Althoughthe-alkaline-environment:can-providerstability-forthe:Zn-anodes, it’ suppresses: the: cathode: performance: due: to: the: formation: of: poorly: reversible: intermediates: suchras‘Mn(OH)2,-Min203-and:Mn304+(ref-6,7).". SHARE eS aA « WRIA AS FBT fi (ref. 6,7) | SASSER AOE NOE
scene_006.jpg	ab Uw) Muss — iRaMHiA GEA? O Shit Fata WR, WASETA? sen SHANE ARPAAWAB EPIL. (eats |S IZ fi (ref. 6,7) , KAS IRBRS Aaa Nal. SS PRMREARAIE, BA SIAAER. Q FHERSMHBABMSXE: IABREITABET?
scene_007.jpg	SF AUWES — Pa iALITA? O Alii HABA AMR, WASBTA? 408 SHAE EETACNAB ERIM. (MEANS |AAT IC AK (ref. 6,7) , KAS IARES AaB Nal. SS PRE ARAE, aA SAAR. Q FHERSMEBABMAHE: AARREITABET? [ W ANARAETRM A?
scene_008.jpg	REAEAAR REIT ARE AREA RAS LES AAA fe 553-4-S HANES
scene_009.jpg	oh 83-4502 iSS “(RBE8409 however 715854)89 Moreover , (KiAEX= HSS FR, MANE ARE. PRB RRS3IA, 4. SABER. Ww 33K - 339) — FREARH RMA: Bat The recently developed zinc-ion batteries, with neutral or slightly acidic solutions, exhibit much-enhanced reversibility due to the boosted reversible ion (H*, Zn?*,
scene_010.jpg	W 23 - 339 — SBA SE: Ba The recently developed zinc-ion batteries, with neutral or slightly acidic solutions, exhibit much-enhanced reversibility due to the boosted reversible ion (H*, Zn?*, Lit ) insertion/extraction capability of MnO> (ref. 8-11). reactions are limited to Mn**/Mrr*, with the furth
scene_011.jpg	bay © sree + ARABIA iO EAWRUAE RSA (electrolyte) . Alt, GSD, (ee FiOS fF ak EM — IAT PUM T PUBS’ solutions "AVziz. +> "FAP" ASIA) MBIATES SOAS Decoupling electrolytes towards stable and high-energy oo ina rechargeable aqueous zinc-manganese dioxide batteries FB e ..dimited due to the alkaline operat
scene_012.jpg	@ sree + BYRATI DORIC FENDA SBIR (electrolyte) . Alt, TSTMS, (Fe PIPES XE et\ _— BIA] PUT PHEBLSSAMtt solutions "HUziz. > "FARIS" HUE HATES SCARIER SE H ine e 3K 18) e 23 Decoupling electrolytes towards stable and high-energy electrolytes rechargeable aqueous zinc-manganese dioxide batteries FREER l
scene_013.jpg	ea ef e= Decoupling electrolytes towards stable and high-energy electrolyt Ss rechargeable aqueous zinc-manganese dioxide batteries FA ; «limited due to the alkaline operating conditions employed... onditi ae CER) set © Although the alkaline environment can provide stability for the environment a Zn
scene_014.jpg	a PRA T hee Se ASIN Fie eee? eee OMA RTS AR BNAMES MRT, BAARESISM, RDARES. DURE AARAH TRAM (Sowhat) , Time T AA (How) FRA (Why) . ABRAM (Rr) : "Recently developed zinc-ion batteries exhibit much-enhanced reversibility." — a= Fe): AMEN? ALTA? K Ds ReS Sse The recently developed zinc-ion batteries, wi
scene_015.jpg	How? SIa IES pT ae here aed Sea Sha with Shas, Why? AITARR aT Ht, Zn, Lit MnO2 "PRS ETRE A /Bie el a) | SHRI: due to "due to" S| iU/R So What? SRE SAA (much-enhanced reversibility), HG: exhibit: "exhibit Rata OMMRFMA SME 7H"? How/Why/So What S#saiHiMMt@escetneSiz. (NESE, Tee FalMTACwTREA, Bak PAIS R
scene_016.jpg	NERE RELA, FEHR. 7ARSUMASCR ESE) BE AR K, 7S—FEREFAHOw/Why/So Whatitaxtskaaimne al. Bian: Vinita eesti, WSS AS, Sh SHES ES, AABALA THREE {, SST mE | © wax
scene_017.jpg	ie [ GENO SET RS eS | ATONE SEAR AAAS OMAR SME 7c"? How/Why/So What SFSaMiE RENE SIER. (SRE VUREA, Meese ZARA CRIES, SSRI MMA SRM TA, Pilea: CO (Fe aSuiaAN (757k) OMETHARRER 0 Faz4eR Rail © (Fah RRAS IPE CSL ANS, KARI S HAMA, ASIA CADRE Sea. A QRH Dee oases
scene_018.jpg	qa SSS ARES, MRSS AIS PITRUES HAE H*, Zn2*, Lit RSGRABPOSM. WME ES FRA, (BRDAER AE. 2 SAMA HE @ Riki -— Skee TeR v BS ..exhibit much-enhanced reversibility due to the boosted reversible ion| (H*, Zn*, Lit) insertion/extraction capability of MnOz... =5.(0 sn 2des Ser ha pee telatieen e Hesse pes al) 
scene_019.jpg	— 2° SSM SSI’AGHE, RRS SHbzEIS SIAHUSS PSST H*, Zn2*, Lit R= PARBTOSH. RMEES FREER, (SADIE. SMSAMAGSSF AI O mk -— SRORTan v BRE ..exhibit much-enhanced reversibility due to the boosted reversible ion| (H*, Zn2*, Li*) insertion/extraction capability of MnO>... H* Zn?* Li* Sar at BEF FRA SABA WER HA
scene_020.jpg	@ @ SSMS ’AGR, MRSS HhzeiS SMTRVSSHSBNET H*, Zn, Lit RIBRATRS, KME EE 7A, (BEML 2 MSAFE SF BIE @ Bk AaneETEnv BRE ..exhibit much-enhanced reversibility due to the boosted reversible ion| (H*, Zn2*, Lit) insertion/extraction capability of MnO>... | ai ses Zn2* | | Lit eS fa
scene_021.jpg	© ASESHMET BTOTHEM", RSNAREHARFRARS, BOAR —Simiit, DSHS, hi AHiAAO. Y MARSEFMRERR EMDR =STRONET, ES IZARE ER RR ST ee La RAs, BSE S AMS, A MAAN, AVSHRAE. @ Ut Storia FS SAS | AB, FR GRAMS SUB. Sst —ayLueiae AURCSSS RISA, (ETHECTRIEAIED. ES" “FRRERESSRER MK, BRE ERABR EA eB. 5 EE SS aw A|AE 2H) Fa) 8
scene_022.jpg	66 SRM 7AR vs MER CRE REITABET? RAMI, SRF Peeled ABHT—2. AMES, BERETRE MR L/AMaAT. O MRT GEE) HOCH, BEE Os mRe" (MEF) BRP, aE MRSA FES MART EMO, FRA FURHAHTD...... Sia = ay INA wes ar nS, | a, | pri aly A Ts fh fie to the boosted at) \ ty Rehie ion tH; 2n*, Lit) | sap ongvcssss Geie7LivzeMnoahaa; |”
